/Users/tarekmehrez/dev/thesis/data/no_ents/articles/mixture1.txt,1
/Users/tarekmehrez/dev/thesis/data/no_ents/articles/mixture2.txt,2
/Users/tarekmehrez/dev/thesis/data/no_ents/articles/mixture3.txt,3
