1,FIFA_1,Iran_1,Switzerland_1,Syria_1,UK_1,USA_1
2,FIFA_2,Iran_2,Switzerland_2,Syria_2,UK_2,USA_2
3,FIFA_3,Iran_3,Switzerland_3,Syria_3,UK_3,USA_3
