FIFA_1,1
Iran_1,1
Switzerland_1,1
Syria_1,1
UK_1,1
USA_1,1
FIFA_2,2
Iran_2,2
Switzerland_2,2
Syria_2,2
UK_2,2
USA_2,2
FIFA_3,3
Iran_3,3
Switzerland_3,3
Syria_3,3
UK_3,3
USA_3,3
